no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split,max_trees
33,5,9,854,587,45706,63024,0,0.571811,0.7504838988006477,0.000976562,0.03125,40
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,40
49,3,9,474,354,21708,35648,0,0.0,0.7424744737230069,0.000976562,0.03125,50
33,5,9,854,587,45706,63024,0,0.571811,0.7504838988006477,0.000976562,0.03125,50
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,50
55,3,9,512,386,23691,38752,0,0.0,0.751462286,0.000976562,0.03125,100
33,5,9,854,587,45706,63024,0,0.571811,0.7504838988006477,0.000976562,0.03125,100
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,100
54,3,9,548,376,24822,37712,0,0.574363,0.7482524214283113,0.000976562,0.03125,200
33,5,9,854,587,45706,63024,0,0.571811,0.7504838988006477,0.000976562,0.03125,200
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,200
55,3,9,512,386,23691,38752,0,0.0,0.751462286,0.000976562,0.03125,500
33,5,9,854,587,45706,63024,0,0.571811,0.7504838988006477,0.000976562,0.03125,500
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,500
54,3,9,548,376,24822,37712,0,0.574363,0.7482524214283113,0.000976562,0.03125,1000
33,5,9,854,587,45706,63024,0,0.571811,0.7504838988006477,0.000976562,0.03125,1000
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,1000
54,3,9,548,376,24822,37712,0,0.574363,0.7482524214283113,0.000976562,0.03125,5000
33,5,9,854,587,45706,63024,0,0.571811,0.7504838988006477,0.000976562,0.03125,5000
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,5000
54,3,9,548,376,24822,37712,0,0.574363,0.7482524214283113,0.000976562,0.03125,10000
33,5,9,854,587,45706,63024,0,0.571811,0.7504838988006477,0.000976562,0.03125,10000
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,10000
54,3,9,548,376,24822,37712,0,0.574363,0.7482524214283113,0.000976562,0.03125,100000
33,5,9,854,587,45706,63024,0,0.571811,0.7504838988006477,0.000976562,0.03125,100000
29,7,9,1062,735,92095,79920,0,0.569839,0.7522025831065563,0.000976562,0.03125,100000
4,3,6,67,40,2658,4080,0,0.0,0.3533154772742178,0.000976562,0.0625,5
4,5,9,248,147,10548,16064,0,0.876075,0.4142989373809826,0.000976562,0.0625,5
4,7,9,472,286,25089,31632,0,0.851335,0.4469121469441551,0.000976562,0.0625,5
