no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split
0.0,3.0,6.0,43.0,2.0,19838.0,144.0,0.0,0.0,0.6228070175438597,2.0,1024.0
0.0,3.0,4.0,9.0,2.0,435.0,144.0,0.0,0.0,0.6228070175438597,0.25,512.0
0.0,7.0,3.0,6.0,2.0,274.0,144.0,0.0,0.0,0.6228070175438597,0.25,8192.0
0.0,7.0,6.0,34.0,2.0,4449.0,144.0,0.0,0.0,0.6228070175438597,2.0,16384.0
0.0,3.0,7.0,55.0,2.0,21360.0,144.0,0.0,0.0,0.6228070175438597,2.0,32768.0
16.0,5.0,4.0,9.0,37.0,795.0,2784.0,0.0,0.0,0.956140350877193,1.0,0.125
18.0,5.0,3.0,6.0,41.0,466.0,3072.0,0.0,0.0,0.956140350877193,1.0,0.000976562
4.0,3.0,6.0,27.0,12.0,3462.0,944.0,0.0,0.0,0.9122807017543859,0.25,8.0
32.0,5.0,2.0,3.0,114.0,170.0,10128.0,0.0,0.0,0.956140350877193,0.25,0.00195312
0.0,3.0,2.0,3.0,2.0,170.0,144.0,0.0,0.0,0.6228070175438597,0.25,32768.0
3.0,7.0,2.0,3.0,8.0,122.0,576.0,0.0,0.0,0.9035087719298246,1.0,16.0
4.0,7.0,3.0,6.0,12.0,1234.0,944.0,0.0,0.0,0.9122807017543859,0.25,8.0
18.0,3.0,2.0,3.0,41.0,362.0,3072.0,0.0,0.0,0.956140350877193,1.0,0.00195312
6.0,5.0,6.0,29.0,14.0,12228.0,1008.0,0.0,0.0,0.9385964912280702,2.0,4.0
14.0,3.0,2.0,3.0,33.0,170.0,2496.0,0.0,0.0,0.9473684210526315,1.0,0.015625
0.0,3.0,6.0,34.0,2.0,1953.0,144.0,0.0,0.0,0.6228070175438597,2.0,2048.0
0.0,7.0,2.0,3.0,2.0,170.0,144.0,0.0,0.0,0.6228070175438597,1.0,512.0
0.0,7.0,2.0,3.0,2.0,170.0,144.0,0.0,0.0,0.6228070175438597,2.0,8192.0
26.0,3.0,2.0,3.0,80.0,362.0,6800.0,0.0,0.0,0.956140350877193,0.25,0.0625
4.0,3.0,2.0,3.0,10.0,122.0,720.0,0.0,0.0,0.9298245614035088,2.0,8.0
0.0,5.0,2.0,3.0,2.0,122.0,144.0,0.0,0.0,0.6228070175438597,0.25,16384.0
9.0,5.0,2.0,3.0,21.0,122.0,1552.0,0.0,0.0,0.9385964912280702,1.0,2.0
0.0,5.0,2.0,3.0,2.0,362.0,144.0,0.0,0.0,0.6228070175438597,1.0,1024.0
0.0,5.0,5.0,12.0,2.0,1184.0,144.0,0.0,0.0,0.6228070175438597,2.0,128.0
0.0,5.0,6.0,29.0,2.0,12228.0,144.0,0.0,0.0,0.6228070175438597,2.0,32768.0
33.0,3.0,2.0,3.0,116.0,122.0,10272.0,0.0,0.0,0.956140350877193,0.25,0.000976562
4.0,5.0,6.0,35.0,12.0,3977.0,944.0,0.0,0.0,0.9122807017543859,0.25,8.0
7.0,7.0,2.0,3.0,16.0,170.0,1152.0,0.0,0.0,0.9385964912280702,2.0,2.0
12.0,5.0,5.0,12.0,26.0,2724.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.00195312
2.0,7.0,6.0,39.0,6.0,4865.0,432.0,0.0,0.0,0.9035087719298246,2.0,16.0
10.0,7.0,5.0,14.0,26.0,1598.0,2032.0,0.0,0.0,0.9385964912280702,0.25,2.0
